Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
139974,0.08,-0.00,0.94,28.91,1.24,0.93,1.07
140079,0.08,0.00,0.95,28.91,1.29,0.85,0.98
140183,0.08,0.00,0.94,28.91,1.40,0.87,0.93
140288,0.08,0.01,0.95,28.86,1.20,1.15,0.98
140393,0.07,0.00,0.95,28.91,1.50,0.95,1.01
140497,0.07,0.01,0.96,28.81,1.56,0.99,0.95
140602,0.08,0.01,0.95,29.00,1.33,1.05,1.11
140706,0.08,0.00,0.96,28.91,1.31,0.98,1.03
140811,0.07,0.00,0.96,28.91,1.34,1.08,1.22
140915,0.08,-0.00,0.95,28.86,1.39,0.91,1.12
141021,0.07,0.00,0.96,28.95,1.46,1.10,1.11
141125,0.08,0.00,0.95,28.91,1.27,0.99,1.06
141230,0.07,-0.00,0.96,28.91,1.18,1.09,1.18
141334,0.08,0.01,0.96,29.00,1.25,0.97,0.89
141438,0.08,0.00,0.95,28.91,1.31,0.78,1.08
141543,0.08,0.01,0.96,28.95,1.18,0.98,1.05
141647,0.08,0.01,0.94,28.95,1.31,0.87,0.92
141753,0.08,0.00,0.96,28.91,1.28,0.91,0.82
141857,0.08,0.00,0.95,28.91,1.45,0.92,0.96
141962,0.07,0.01,0.96,28.95,1.47,0.92,1.05
142066,0.08,0.01,0.95,28.95,1.45,0.72,0.92
142171,0.08,0.00,0.96,29.00,1.46,0.94,0.99
142275,0.07,0.01,0.95,28.91,1.31,1.03,0.85
142380,0.07,0.01,0.94,29.00,1.37,1.21,0.93
142485,0.08,0.01,0.95,29.00,1.34,0.97,1.01
142589,0.08,0.00,0.93,28.86,1.23,0.97,1.08
142694,0.08,0.00,0.96,28.91,1.37,1.07,0.87
142798,0.07,-0.00,0.95,28.91,1.34,0.94,0.95
142903,0.08,0.00,0.97,28.91,1.31,0.95,0.98
143007,0.07,0.01,0.95,28.91,1.43,1.02,1.02
143112,0.07,0.01,0.95,28.91,1.43,1.01,0.95
143217,0.08,-0.00,0.96,28.86,1.24,1.03,1.07
143322,0.07,0.00,0.95,28.95,1.44,0.92,0.98
143426,0.08,0.00,0.95,29.00,1.29,1.12,1.07
143531,0.07,0.00,0.95,28.91,1.29,1.02,1.05
143635,0.08,0.01,0.96,28.95,1.50,0.91,0.85
143739,0.07,0.00,0.95,28.95,1.33,0.92,1.09
143845,0.07,0.00,0.95,28.91,1.34,0.92,0.97
143949,0.07,0.00,0.95,28.91,1.51,0.85,1.11
144054,0.08,0.00,0.95,28.91,1.33,0.86,1.07
144158,0.08,0.00,0.95,28.91,1.55,1.08,0.88
144263,0.08,0.00,0.95,29.00,1.39,0.94,0.84
144367,0.08,0.00,0.94,28.91,1.21,1.03,1.01
144472,0.08,0.00,0.95,28.95,1.41,1.01,0.85
144577,0.08,0.01,0.95,28.91,1.51,0.95,0.97
144681,0.07,0.00,0.96,28.95,1.33,0.92,1.07
144786,0.08,0.01,0.95,28.91,1.31,0.94,0.97
144890,0.08,0.00,0.95,28.81,1.44,0.92,0.98
144995,0.07,0.01,0.94,29.00,1.31,0.85,0.95
145099,0.08,0.01,0.95,28.95,1.44,1.06,0.97
145204,0.08,0.01,0.95,28.91,1.33,0.86,1.03
145309,0.08,0.01,0.96,28.86,1.41,1.05,0.82
145414,0.07,0.01,0.96,28.91,1.26,0.83,0.89
145518,0.07,0.00,0.96,28.91,1.19,0.92,1.11
145623,0.08,0.00,0.95,28.86,1.27,0.96,1.15
145727,0.07,0.00,0.95,29.00,1.40,0.95,1.15
145831,0.08,0.00,0.96,28.91,1.30,1.15,0.88
145936,0.07,0.00,0.94,28.91,1.19,0.95,1.15
146041,0.08,0.00,0.95,28.91,1.32,0.92,1.10
146146,0.08,0.01,0.95,29.00,1.45,1.02,1.08
146250,0.07,0.01,0.96,28.91,1.50,1.06,0.98
146355,0.07,0.00,0.95,28.91,1.33,0.97,1.11
146459,0.07,0.01,0.95,28.91,1.54,1.00,1.05
146564,0.07,0.01,0.96,28.91,1.44,1.08,1.05
146668,0.07,0.01,0.95,28.91,1.34,0.93,1.11
146774,0.07,0.00,0.95,28.95,1.35,1.07,0.98
146878,0.07,0.00,0.94,28.91,1.27,0.89,0.98
146982,0.07,0.00,0.97,28.91,1.22,0.83,1.05
147087,0.07,0.01,0.95,28.95,1.23,1.03,0.91
147191,0.08,0.01,0.95,28.91,1.31,0.97,0.86
147296,0.07,0.01,0.96,28.91,1.47,1.21,0.94
147401,0.07,-0.00,0.95,28.91,1.37,0.97,0.90
147506,0.07,0.01,0.96,29.00,1.54,0.98,0.89
147610,0.08,0.00,0.94,28.86,1.50,1.05,0.98
147715,0.08,0.01,0.95,28.95,1.38,0.87,1.03
147819,0.08,0.01,0.95,28.95,1.27,0.83,0.98
147923,0.08,0.00,0.95,28.95,1.35,1.01,1.23
148028,0.07,0.00,0.96,28.95,1.40,1.04,1.02
148133,0.07,0.00,0.95,28.95,1.40,0.90,0.96
148238,0.07,0.00,0.95,28.86,1.37,0.99,1.10
148342,0.08,0.01,0.94,28.91,1.49,0.92,1.04
148447,0.07,0.00,0.96,28.91,1.47,0.98,0.94
148551,0.08,0.00,0.94,28.91,1.27,1.04,0.90
148656,0.08,0.00,0.96,28.91,1.24,1.15,0.94
148760,0.08,0.00,0.95,28.91,1.32,0.92,0.93
148866,0.08,0.01,0.95,29.00,1.40,0.81,0.92
148970,0.08,-0.00,0.95,28.91,1.23,0.86,1.01
149074,0.07,0.00,0.94,28.91,1.31,0.92,1.02
149179,0.07,0.01,0.96,28.91,1.45,1.02,0.98
149283,0.08,0.00,0.94,28.95,1.37,0.91,1.14
149388,0.08,0.00,0.96,28.95,1.49,0.93,1.13
149492,0.08,0.01,0.95,28.91,1.20,1.01,1.10
149598,0.08,0.00,0.95,29.00,1.50,0.82,0.93
149702,0.07,0.01,0.95,28.95,1.22,1.02,1.26
149807,0.08,0.00,0.95,28.91,1.31,0.97,1.05
149911,0.07,0.01,0.96,28.91,1.28,0.99,0.86
150016,0.07,0.00,0.95,28.91,1.18,1.02,0.91
150120,0.07,0.01,0.96,28.91,1.36,1.03,1.09
150224,0.08,0.01,0.95,29.00,1.14,0.85,1.06
150330,0.08,0.01,0.95,28.91,1.49,0.88,0.99
150434,0.08,0.01,0.95,29.00,1.30,1.03,1.06
150539,0.08,0.01,0.94,28.91,1.41,1.10,0.92
150643,0.08,0.01,0.96,28.91,1.35,0.85,1.22
150748,0.08,0.00,0.94,28.95,1.39,0.88,0.95
150852,0.07,0.00,0.96,28.95,1.40,1.05,0.99
150957,0.07,0.00,0.95,28.91,1.44,0.95,1.02
151062,0.07,0.01,0.95,28.95,1.43,1.02,0.98
151166,0.08,0.00,0.96,28.86,1.35,0.89,0.98
151271,0.08,0.01,0.95,28.95,1.30,0.87,0.92
151375,0.07,0.00,0.95,28.91,1.40,0.95,1.08
151480,0.08,0.00,0.95,28.91,1.22,0.93,1.03
151584,0.08,0.00,0.95,28.86,1.47,0.89,1.11
151689,0.08,0.00,0.93,28.91,1.07,0.88,1.01
151794,0.08,0.00,0.95,28.91,1.40,0.98,0.98
151899,0.07,0.00,0.95,28.95,1.46,0.99,0.96
152003,0.08,0.01,0.94,29.00,1.31,1.07,0.90
152108,0.08,0.01,0.95,28.91,1.34,1.08,0.99
152212,0.08,0.01,0.94,28.91,1.41,1.11,0.82
152316,0.07,0.01,0.96,29.00,1.52,0.95,0.98
152422,0.08,-0.00,0.94,29.00,1.40,1.15,1.05
152526,0.08,0.01,0.95,29.00,1.40,1.09,1.06
152631,0.08,0.00,0.94,28.91,1.34,1.11,1.11
152735,0.08,0.01,0.95,28.86,1.38,0.98,0.94
152840,0.08,0.00,0.95,28.95,1.10,0.81,1.00
152944,0.07,0.00,0.95,28.95,1.21,0.98,0.92
153049,0.07,0.00,0.95,28.95,1.22,0.90,1.01
153154,0.07,0.01,0.95,28.91,1.38,0.89,1.00
153259,0.08,0.01,0.96,28.91,1.50,1.06,1.05
153363,0.08,0.00,0.94,29.00,1.40,0.95,0.96
153467,0.07,0.00,0.96,28.91,1.31,1.17,0.95
153572,0.08,-0.00,0.95,29.00,1.40,1.11,0.87
153676,0.08,0.01,0.95,28.91,1.33,0.82,0.90
153781,0.08,0.01,0.95,28.91,1.31,1.05,1.02
153886,0.07,0.01,0.94,28.95,1.47,0.95,0.95
153991,0.08,0.00,0.95,28.95,1.38,0.99,0.95
154095,0.08,0.01,0.95,28.95,1.30,0.95,0.94
154200,0.08,0.01,0.96,28.95,1.44,1.11,0.98
154304,0.08,-0.00,0.96,29.00,1.26,0.95,1.00
154408,0.07,0.01,0.96,28.91,1.11,1.06,1.08
154513,0.07,0.01,0.94,29.00,1.28,0.89,0.93
154618,0.07,0.00,0.95,29.00,1.37,0.79,0.84
154723,0.08,0.01,0.95,28.91,1.56,1.11,1.14
154827,0.08,0.00,0.95,28.95,1.27,0.92,0.85
154932,0.08,0.01,0.98,28.91,1.49,1.43,1.03
155036,0.08,0.00,0.95,28.86,1.32,0.82,1.05
155141,0.07,0.01,0.96,28.91,1.49,1.26,0.99
155245,0.08,0.00,0.95,28.91,1.40,0.89,1.02
155351,0.07,-0.00,0.95,28.86,1.29,0.95,1.01
155455,0.07,0.00,0.96,29.00,1.43,0.98,0.99
155559,0.10,0.01,0.9,28.91,0.95,0.26,1.02
155664,0.07,0.01,0.95,28.91,1.33,0.98,1.13
155768,0.07,0.01,0.95,28.91,1.24,0.92,1.11
155873,0.08,0.01,0.95,28.86,1.27,1.02,1.04
155977,0.07,0.00,0.96,28.95,1.28,1.00,1.14
156083,0.07,0.01,0.95,28.95,1.21,0.89,1.16
156187,0.08,-0.00,0.95,28.95,1.34,0.97,0.98
156292,0.08,-0.00,0.95,29.05,1.18,0.76,0.92
156396,0.08,0.01,0.96,29.00,1.35,1.01,1.06
156500,0.07,0.00,0.95,28.91,1.30,1.02,0.94
156605,0.08,0.00,0.95,28.95,1.48,1.08,1.01
156710,0.07,0.01,0.95,29.00,1.37,1.02,0.99
156815,0.08,0.01,0.96,28.91,1.34,0.94,1.03
156919,0.07,0.01,0.94,28.91,1.30,0.94,1.08
157024,0.08,0.01,0.94,28.91,1.34,0.96,1.08
157128,0.08,0.01,0.97,29.00,1.44,1.02,0.99
157233,0.07,0.00,0.94,29.00,1.27,0.96,1.01
157337,0.08,0.01,0.97,28.91,1.34,0.98,1.00
157443,0.08,0.01,0.95,29.00,1.23,0.98,0.96
157547,0.08,0.00,0.96,28.91,1.49,0.89,1.02
157651,0.07,0.00,0.95,28.91,1.27,1.24,1.11
157756,0.07,0.00,0.94,28.91,1.31,0.85,1.02
157860,0.08,0.01,0.95,28.95,1.44,1.05,1.04
157965,0.07,-0.00,0.94,28.95,1.29,0.95,1.02
158069,0.08,0.00,0.96,28.95,1.39,0.94,0.95
158175,0.07,0.01,0.94,28.95,1.31,0.93,1.06
158279,0.08,0.01,0.97,28.95,1.40,1.04,1.11
158384,0.08,0.00,0.96,28.95,1.18,0.85,1.04
158488,0.08,0.01,0.95,28.91,1.30,1.08,0.90
158593,0.07,0.00,0.95,28.91,1.20,1.04,0.91
158697,0.08,0.01,0.96,28.95,1.20,0.95,1.02
158801,0.07,0.00,0.95,29.00,1.37,0.85,1.04
158907,0.07,0.00,0.94,28.86,1.26,0.86,1.03
159011,0.08,0.00,0.96,29.00,1.37,0.90,0.89
159116,0.07,0.01,0.95,29.00,1.32,0.92,1.07
159220,0.07,0.01,0.96,28.86,1.37,0.89,1.06
159325,0.07,0.01,0.95,28.91,1.43,0.94,0.65
159429,0.08,-0.00,0.95,28.95,1.33,1.08,0.97
159534,0.08,0.01,0.96,28.91,1.34,1.02,0.90
159639,0.07,0.01,0.94,28.91,1.25,0.93,0.98
159744,0.07,0.00,0.96,28.91,1.26,0.94,0.95
159848,0.08,0.01,0.95,28.91,1.29,0.77,1.05
159952,0.08,0.00,0.95,29.05,1.28,1.05,1.07
160057,0.08,0.01,0.95,28.95,1.25,0.96,0.98
160161,0.07,-0.00,0.94,28.86,1.20,0.87,0.76
160266,0.07,0.00,0.94,28.86,1.35,0.90,1.02
160371,0.08,0.00,0.95,28.95,1.24,0.86,1.07
160476,0.07,0.00,0.96,28.86,1.21,1.02,0.98
160580,0.08,0.00,0.94,28.91,1.32,1.02,1.05
160685,0.08,0.01,0.95,28.91,1.53,1.05,1.05
160789,0.07,0.00,0.96,28.91,1.41,1.15,0.93
160893,0.07,0.01,0.94,29.00,1.31,1.12,0.90
160998,0.07,0.01,0.96,28.91,1.47,0.92,0.90
161103,0.08,0.00,0.95,28.91,1.40,1.00,1.13
161208,0.07,0.01,0.97,28.91,1.40,1.06,0.76
161312,0.08,0.00,0.94,28.91,1.37,0.94,1.10
161417,0.08,0.01,0.95,28.81,1.24,1.06,1.02
161521,0.07,0.01,0.94,29.00,1.17,1.02,1.17
161626,0.08,0.00,0.95,29.00,1.40,0.95,0.95
161731,0.07,0.01,0.95,28.91,1.25,1.05,1.08
161836,0.08,0.01,0.94,28.91,1.25,1.02,1.08
161940,0.07,0.00,0.95,28.91,1.23,0.94,1.13
162044,0.07,0.01,0.93,28.91,1.40,0.95,1.01
162149,0.07,0.00,0.95,28.91,1.38,0.94,1.02
162253,0.08,0.00,0.95,28.81,1.41,1.00,0.93
162358,0.08,0.01,0.97,28.81,1.31,0.88,1.11
162463,0.08,0.00,0.95,29.00,1.35,1.01,0.82
162568,0.07,0.01,0.95,28.91,1.34,1.04,0.95
162672,0.08,0.01,0.96,29.00,1.34,0.88,1.06
162777,0.07,0.00,0.95,29.00,1.27,0.98,1.10
162881,0.08,0.01,0.96,29.00,1.37,0.97,1.00
162985,0.08,0.01,0.95,29.00,1.24,1.08,0.96
163090,0.07,0.01,0.95,28.91,1.22,0.91,1.14
163195,0.07,0.01,0.95,28.95,1.32,0.98,0.95
163300,0.07,0.00,0.95,28.91,1.37,0.82,1.08
163404,0.08,0.00,0.96,28.91,1.37,1.04,0.75
163509,0.08,0.01,0.95,28.81,1.41,0.99,1.01
163613,0.08,0.01,0.95,28.91,1.47,0.79,0.95
163718,0.07,0.01,0.95,28.91,1.48,0.94,1.08
163822,0.07,0.00,0.95,29.00,1.38,1.05,0.86
163928,0.07,0.00,0.96,28.91,1.31,1.00,0.89
164032,0.08,0.01,0.96,29.00,1.37,1.05,0.91
164136,0.08,0.00,0.95,28.95,1.40,1.11,0.96
164241,0.07,0.00,0.96,28.95,1.29,0.76,1.03
164345,0.07,0.00,0.96,28.95,1.29,0.99,1.07
164450,0.08,0.01,0.95,28.95,1.27,0.97,1.02
164554,0.07,0.01,0.96,28.95,1.34,1.07,0.97
164660,0.08,0.00,0.95,28.95,1.30,0.89,1.10
164764,0.08,0.00,0.95,28.95,1.56,1.08,1.04
164869,0.08,0.00,0.95,28.86,1.37,0.88,1.04
164973,0.08,0.01,0.95,28.95,1.18,1.00,1.01
165078,0.08,0.01,0.96,29.00,1.36,1.01,1.03
165182,0.08,0.01,0.95,28.91,1.19,0.98,1.21
165286,0.08,0.01,0.96,29.00,1.34,1.09,0.98
165392,0.08,-0.00,0.95,28.81,1.31,1.20,1.05
165496,0.07,0.00,0.96,29.00,1.24,1.10,0.91
165601,0.08,0.00,0.95,29.09,1.34,0.98,1.01
165705,0.08,0.01,0.95,28.91,1.36,1.08,1.07
165810,0.07,0.00,0.95,28.91,1.15,0.97,1.10
165914,0.08,0.01,0.96,28.91,1.31,1.11,1.14
166019,0.07,0.01,0.96,28.95,1.24,1.03,0.85
166124,0.08,0.00,0.96,28.95,1.34,0.95,0.85
166228,0.08,0.01,0.95,29.05,1.48,0.99,0.85
166333,0.08,0.01,0.95,28.91,1.27,0.89,1.11
166437,0.08,0.01,0.94,28.91,1.31,1.06,1.03
166542,0.07,0.00,0.95,29.00,1.44,1.11,0.99
166646,0.08,-0.00,0.96,28.91,1.39,1.09,0.95
166752,0.08,0.01,0.96,28.95,1.48,1.01,1.06
166856,0.07,0.01,0.94,28.86,1.44,1.08,1.07
166961,0.07,0.00,0.95,29.00,1.33,1.10,0.97
167065,0.08,0.00,0.94,28.81,1.28,1.01,0.96
167170,0.08,0.00,0.95,28.95,1.30,0.84,0.92
167274,0.07,0.00,0.95,28.95,1.16,0.95,1.08
167378,0.08,0.00,0.95,28.91,1.38,0.85,0.89
167484,0.08,0.00,0.93,28.91,1.34,1.02,0.89
167588,0.07,0.01,0.95,28.86,1.43,0.92,0.90
167693,0.07,0.01,0.95,28.86,1.36,0.97,1.12
167797,0.07,0.00,0.95,28.91,1.24,0.84,0.95
167902,0.08,0.00,0.96,28.91,1.33,1.10,0.98
168006,0.07,0.00,0.94,28.95,1.40,0.90,1.05
168111,0.08,0.01,0.95,28.86,1.34,1.00,1.00
168216,0.08,0.00,0.96,29.00,1.32,0.96,0.88
168321,0.08,0.01,0.95,29.00,1.34,0.89,0.96
168425,0.07,0.01,0.95,29.00,1.46,1.05,1.01
168529,0.08,-0.00,0.95,28.95,1.29,1.00,0.89
168634,0.08,0.00,0.96,28.95,1.44,0.92,1.10
168738,0.08,0.00,0.95,28.95,1.42,0.91,1.02
168843,0.07,0.00,0.95,28.95,1.24,0.92,0.92
168948,0.07,-0.00,0.95,28.86,1.29,0.92,0.97
169053,0.08,0.01,0.95,28.95,1.47,1.01,1.10
169157,0.08,0.01,0.96,28.81,1.39,1.18,1.11
169262,0.08,0.01,0.94,28.91,1.40,0.95,1.02
169366,0.07,0.01,0.96,28.91,1.33,1.01,1.08
169470,0.07,0.00,0.95,28.91,1.46,0.96,1.05
169575,0.07,0.01,0.95,28.95,1.46,1.15,0.96
169680,0.08,0.00,0.95,28.86,1.46,1.07,0.94
169785,0.08,0.01,0.95,28.86,1.43,0.84,0.91
169889,0.07,0.00,0.95,28.95,1.36,0.89,1.07
169994,0.07,0.01,0.95,28.81,1.24,1.00,0.99
170098,0.08,0.01,0.95,28.95,1.36,0.87,1.00
170203,0.07,0.01,0.95,28.91,1.24,0.96,0.90
170307,0.08,0.00,0.96,29.00,1.31,0.96,1.08
170413,0.08,0.00,0.94,28.95,1.22,0.87,1.15
170517,0.08,0.01,0.96,28.91,1.21,1.15,0.98
170621,0.08,-0.00,0.94,28.91,1.44,1.06,1.00
170726,0.08,0.01,0.94,29.00,1.39,0.90,1.05
170830,0.08,0.01,0.96,28.86,1.39,0.92,1.02
170935,0.08,0.00,0.95,28.86,1.31,0.78,0.98
171039,0.08,0.00,0.96,28.86,1.60,0.96,0.98
171145,0.08,0.01,0.94,28.81,1.38,0.78,0.94
171249,0.08,0.00,0.95,28.86,1.49,0.87,0.96
171354,0.08,0.00,0.95,28.86,1.27,0.90,1.07
171458,0.07,0.01,0.94,28.95,1.28,0.82,1.04
171563,0.07,0.01,0.95,29.00,1.30,0.87,1.19
171667,0.07,0.00,0.94,28.91,1.40,0.98,1.02
171771,0.08,0.00,0.96,28.95,1.27,0.89,1.02
171877,0.08,0.00,0.95,28.95,1.26,0.85,1.05
171981,0.08,0.01,0.96,29.00,1.29,0.95,1.03
172086,0.07,-0.00,0.95,28.91,1.31,0.98,1.02
172190,0.08,0.01,0.95,29.00,1.36,1.08,0.96
172295,0.07,-0.00,0.95,29.00,1.30,1.01,0.95
172399,0.08,0.01,0.94,28.91,1.39,0.97,0.99
172504,0.07,0.01,0.96,28.81,1.47,1.06,1.05
172609,0.07,0.00,0.94,28.95,1.41,0.92,1.08
172713,0.08,0.00,0.96,28.95,1.58,0.98,1.07
172818,0.07,0.01,0.94,28.86,1.24,0.85,1.02
172922,0.08,0.00,0.95,28.95,1.24,1.09,1.00
173027,0.07,0.00,0.95,28.95,1.21,1.20,1.05
173131,0.08,0.00,0.95,29.05,1.27,0.82,0.95
173236,0.08,0.00,0.95,28.86,1.44,1.10,0.93
173341,0.07,0.00,0.95,28.91,1.36,1.02,1.02
173446,0.08,0.01,0.96,29.00,1.31,0.93,0.90
173550,0.08,0.01,0.95,28.91,1.25,1.16,0.95
173655,0.07,0.01,0.95,28.91,1.37,1.04,0.92
173759,0.07,0.01,0.95,28.91,1.36,0.92,0.94
173863,0.08,0.00,0.94,28.91,1.44,1.09,0.92
173969,0.07,0.00,0.95,29.00,1.31,0.93,0.99
174073,0.08,0.00,0.94,28.91,1.24,0.89,0.98
174178,0.07,0.00,0.96,28.95,1.50,1.05,1.05
174282,0.08,0.01,0.94,28.95,1.27,1.07,0.95
174387,0.07,0.01,0.94,28.95,1.33,0.90,1.02
174491,0.08,-0.00,0.95,28.95,1.29,0.87,1.08
174596,0.08,0.00,0.95,28.95,1.33,1.03,1.02
174701,0.07,0.00,0.95,28.91,1.14,0.81,0.99
174806,0.08,0.00,0.95,28.91,1.46,0.92,1.02
174910,0.07,0.00,0.96,28.91,1.42,1.02,1.03
175014,0.08,0.00,0.94,28.91,1.38,0.84,0.92
175119,0.07,0.00,0.96,28.91,1.33,1.12,0.93
175223,0.07,0.00,0.94,29.00,1.39,1.13,1.22
175328,0.08,0.01,0.94,28.91,1.44,1.01,1.06
175433,0.08,0.00,0.95,28.91,1.34,1.10,1.07
175538,0.08,0.01,0.95,28.91,1.39,0.98,1.09
175642,0.07,0.01,0.96,28.91,1.31,1.08,1.09
175747,0.08,0.01,0.94,28.91,1.31,0.92,1.07
175851,0.07,0.00,0.96,29.00,1.47,1.10,0.93
175955,0.08,0.00,0.95,28.91,1.15,0.87,1.06
176060,0.08,0.01,0.95,28.91,1.41,1.08,1.13
176165,0.07,-0.00,0.95,28.91,1.30,1.04,0.95
176270,0.08,0.01,0.96,28.91,1.35,0.94,0.88
176374,0.07,0.00,0.95,29.00,1.49,1.00,1.01
176479,0.07,0.01,0.95,28.91,1.46,1.04,0.96
176583,0.07,0.01,0.95,28.91,1.32,1.13,1.07
176688,0.08,0.01,0.93,28.81,1.43,0.67,0.98
176792,0.07,0.01,0.95,28.91,1.40,0.89,1.15
176898,0.08,0.00,0.95,28.95,1.41,0.75,1.03
177002,0.07,0.00,0.95,28.95,1.50,1.06,0.98
177106,0.08,0.00,0.97,28.86,1.42,0.99,0.96
177211,0.07,0.01,0.94,29.05,1.21,0.95,0.92
177315,0.07,0.00,0.95,28.91,1.28,1.01,0.87
177420,0.07,0.01,0.95,28.95,1.24,0.95,0.95
177524,0.08,0.00,0.95,29.00,1.31,0.92,0.92
177630,0.07,0.00,0.95,28.91,1.28,1.12,0.94
177734,0.08,0.00,0.96,28.95,1.44,0.98,0.99
177839,0.08,0.00,0.95,28.95,1.21,0.91,1.03
177943,0.08,0.00,0.95,28.91,1.34,0.79,0.87
178048,0.07,0.00,0.95,29.00,1.21,1.02,1.11
178152,0.07,0.01,0.94,28.95,1.47,1.03,1.03
178256,0.08,0.00,0.96,28.95,1.42,1.15,1.12
178362,0.08,0.00,0.94,29.00,1.30,0.84,1.07
178466,0.08,0.01,0.95,28.91,1.45,0.95,1.02
178571,0.07,0.00,0.95,28.91,1.34,0.95,0.95
178675,0.08,0.01,0.94,28.86,1.28,0.99,1.17
178780,0.07,0.00,0.95,28.95,1.27,0.95,1.14
178884,0.08,0.01,0.94,28.91,1.30,0.93,0.98
178990,0.07,0.00,0.96,29.00,1.35,1.02,1.03
179094,0.07,0.01,0.93,28.95,1.16,0.94,0.99
179198,0.08,0.01,0.96,28.95,1.47,1.08,1.02
179303,0.07,0.00,0.95,28.95,1.25,0.82,0.89
179407,0.07,0.00,0.95,28.95,1.55,0.95,0.93
179512,0.07,0.01,0.95,28.95,1.37,0.87,0.96
179616,0.08,-0.00,0.94,28.86,1.32,0.97,0.95
179722,0.07,0.00,0.96,28.86,1.40,1.03,1.00
179826,0.07,-0.00,0.94,28.95,1.46,1.01,1.05
179931,0.07,0.00,0.95,28.86,1.36,1.05,1.03
180035,0.07,0.00,0.95,28.86,1.21,0.91,1.15
180140,0.08,0.01,0.95,29.05,1.34,0.89,0.90
180244,0.08,-0.00,0.93,28.86,1.25,1.14,0.95
180348,0.08,0.01,0.95,28.86,1.26,1.19,1.14
180454,0.07,0.00,0.95,28.95,1.30,1.13,0.84
180558,0.07,0.01,0.95,28.86,1.27,1.12,0.91
180663,0.08,0.00,0.96,28.95,1.34,1.01,0.97
180767,0.08,0.00,0.94,28.91,1.40,0.92,1.07
180872,0.08,0.00,0.95,28.91,1.49,1.00,0.90
180976,0.08,0.00,0.95,28.86,1.30,0.91,1.03
181081,0.08,0.01,0.95,29.00,1.45,0.95,1.05
181186,0.07,-0.00,0.96,28.91,1.34,0.97,1.08
181291,0.08,0.01,0.95,28.91,1.34,0.97,1.02
181395,0.08,0.00,0.95,28.86,1.45,0.93,1.02
181499,0.08,0.00,0.94,28.95,1.24,0.87,0.90
181604,0.08,0.00,0.95,28.91,1.21,0.94,1.11
181708,0.08,0.00,0.94,28.95,1.35,0.96,0.98
181813,0.08,0.01,0.97,28.86,1.23,0.92,1.13
181918,0.08,0.00,0.95,28.86,1.39,0.91,0.92
182023,0.08,0.01,0.95,28.95,1.29,0.97,0.91
182127,0.07,0.00,0.95,29.05,1.49,0.96,0.98
182232,0.08,0.00,0.95,28.95,1.32,1.11,0.98
182336,0.07,0.01,0.95,28.86,1.45,1.05,1.13
182440,0.07,0.01,0.94,28.95,1.33,0.82,1.11
182546,0.08,0.01,0.96,29.14,1.55,0.96,1.00
182650,0.07,0.00,0.95,29.05,1.35,1.04,0.93
182755,0.08,0.01,0.95,28.95,1.37,1.03,0.82
182859,0.08,0.00,0.96,28.86,1.44,0.97,1.15
182964,0.07,-0.00,0.94,28.95,1.24,0.95,0.97
183068,0.08,0.01,0.96,28.86,1.42,0.89,1.07
183173,0.07,0.01,0.95,28.91,1.06,0.94,0.87
183278,0.08,0.01,0.95,29.00,1.43,0.90,0.93
183383,0.07,0.00,0.94,29.00,1.24,0.87,0.95
183487,0.08,0.01,0.95,28.95,1.32,0.94,1.11
183591,0.07,0.01,0.94,28.91,1.35,0.98,1.20
183696,0.08,0.00,0.95,29.00,1.29,0.91,1.20
183800,0.07,0.01,0.96,29.00,1.52,1.01,1.10
183905,0.07,0.00,0.95,28.91,1.36,1.06,0.99
184010,0.07,0.01,0.96,28.91,1.37,0.94,1.05
184115,0.07,0.01,0.94,29.00,1.40,1.07,0.92
184219,0.07,0.01,0.96,28.91,1.41,0.96,1.04
184324,0.07,0.00,0.95,29.00,1.35,1.00,1.13
184428,0.08,0.01,0.95,29.00,1.31,1.00,1.18
184532,0.07,0.01,0.96,29.00,1.18,0.98,1.05
184637,0.08,0.00,0.95,29.00,1.18,1.08,0.92
184742,0.08,0.00,0.96,28.91,1.47,1.02,1.08
184847,0.07,-0.00,0.94,29.00,1.25,0.92,1.01
184951,0.08,0.01,0.96,28.91,1.40,1.05,0.83
185056,0.08,0.00,0.95,28.95,1.26,0.90,0.90
185160,0.08,0.00,0.95,28.91,1.42,0.91,1.08
185265,0.07,0.00,0.96,28.91,1.24,1.08,0.89
185369,0.07,0.00,0.94,29.05,1.19,1.01,1.11
185475,0.07,0.01,0.95,28.86,1.43,0.92,1.08
185579,0.08,0.01,0.95,28.95,1.30,0.93,0.98
185683,0.07,0.01,0.96,28.95,1.34,1.09,1.07
185788,0.07,0.01,0.95,28.86,1.36,1.08,1.07
185892,0.08,-0.00,0.95,28.86,1.15,0.91,0.84
185997,0.07,0.00,0.95,28.95,1.37,0.94,0.97
186101,0.08,0.00,0.95,28.95,1.31,0.95,1.04
186207,0.08,0.01,0.95,28.95,1.34,0.94,0.95
186311,0.07,0.01,0.94,28.95,1.17,0.93,0.94
186416,0.08,0.01,0.97,28.95,1.39,0.98,1.00
186520,0.07,0.00,0.95,28.86,1.31,0.98,1.07
186625,0.08,0.01,0.95,28.95,1.40,0.98,1.02
186729,0.08,-0.00,0.96,28.95,1.41,1.20,1.12
