Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
22333,0.05,-1.03,0.08,29.28,1.55,0.87,1.07
22437,0.05,-1.00,0.09,29.14,1.31,1.13,0.89
22543,0.04,-1.02,0.08,29.24,1.54,1.00,0.97
22647,0.05,-1.01,0.08,29.19,1.31,1.02,0.86
22752,0.05,-1.01,0.08,29.19,1.39,0.95,0.93
22856,0.06,-1.03,0.09,29.14,1.14,1.04,1.01
22961,0.04,-0.99,0.08,29.24,1.30,0.79,0.94
23065,0.05,-1.03,0.06,29.19,1.15,0.81,1.11
23170,0.05,-0.98,0.08,29.09,1.18,0.95,0.95
23274,0.05,-1.03,0.08,29.24,1.50,1.02,1.08
23378,0.05,-1.00,0.08,29.24,1.20,1.05,0.96
23483,0.05,-1.02,0.08,29.09,1.53,1.01,1.24
23588,0.05,-1.02,0.08,29.24,1.29,0.89,1.06
23693,0.04,-1.00,0.08,29.14,1.46,1.08,1.03
23797,0.05,-1.03,0.08,29.09,1.44,1.02,1.04
23902,0.04,-0.99,0.08,29.19,1.53,0.92,0.98
24006,0.05,-1.04,0.09,29.19,1.31,0.90,1.21
24111,0.05,-1.00,0.09,29.19,1.45,0.98,0.97
24215,0.05,-1.03,0.08,29.24,1.21,1.06,1.11
24320,0.04,-1.00,0.09,29.24,1.34,1.02,0.92
24424,0.05,-1.02,0.09,29.19,1.21,0.92,0.98
24529,0.05,-1.02,0.07,29.19,1.37,0.83,1.09
24634,0.05,-0.99,0.08,29.14,1.18,0.95,0.91
24738,0.05,-1.03,0.08,29.19,1.41,1.04,1.05
24843,0.05,-1.00,0.08,29.09,1.35,1.02,0.94
24947,0.06,-1.03,0.09,29.14,1.54,0.93,1.07
25052,0.05,-1.00,0.08,29.24,1.37,0.95,1.09
25156,0.06,-1.02,0.08,29.19,1.31,0.92,1.02
25261,0.05,-1.02,0.08,29.14,1.46,0.92,0.92
25365,0.04,-1.01,0.07,29.24,1.25,1.07,1.03
25470,0.05,-1.03,0.08,29.24,1.34,0.95,1.05
25575,0.05,-0.99,0.08,29.24,1.12,0.82,1.06
25679,0.06,-1.03,0.08,29.24,1.29,0.94,1.03
25784,0.05,-1.00,0.08,29.14,1.21,0.72,0.81
25888,0.05,-1.02,0.08,29.19,1.60,1.00,1.21
25993,0.05,-1.01,0.09,29.28,1.19,0.98,0.82
26097,0.05,-1.00,0.08,29.19,1.57,0.91,1.05
26202,0.05,-1.03,0.09,29.19,1.24,0.99,1.10
26306,0.05,-1.00,0.08,29.19,1.47,0.97,0.92
26412,0.05,-1.03,0.08,29.24,1.15,1.08,0.92
26516,0.05,-0.99,0.07,29.14,1.26,0.85,1.09
26620,0.05,-1.02,0.09,29.24,1.02,0.96,1.01
26725,0.05,-1.00,0.09,29.24,1.30,1.02,0.91
26829,0.06,-1.02,0.07,29.28,1.16,0.91,0.92
26934,0.05,-1.01,0.08,29.19,1.08,1.10,1.01
27038,0.04,-1.02,0.07,29.19,1.27,0.88,1.00
27143,0.05,-1.02,0.07,29.19,1.24,1.03,0.92
27247,0.05,-1.00,0.08,29.09,1.40,0.98,0.89
27352,0.05,-1.03,0.06,29.19,1.15,1.03,1.02
27457,0.05,-1.00,0.08,29.19,1.53,1.01,1.04
27561,0.06,-1.04,0.08,29.28,1.21,1.06,1.28
27666,0.04,-0.99,0.07,29.09,1.45,0.89,0.97
27770,0.05,-1.02,0.08,29.28,1.28,1.05,1.11
27875,0.06,-1.01,0.08,29.19,1.38,1.03,1.05
27979,0.05,-1.01,0.07,29.19,1.25,0.93,0.98
28084,0.05,-1.02,0.07,29.19,1.28,1.12,1.13
28188,0.05,-1.00,0.08,29.09,1.12,0.94,0.66
28293,0.06,-1.03,0.08,29.19,1.24,0.89,1.07
28398,0.05,-0.99,0.08,29.19,1.27,1.03,0.94
28503,0.05,-1.03,0.07,29.09,1.31,0.92,1.24
28607,0.05,-1.01,0.08,29.24,1.19,0.90,1.16
28711,0.05,-1.01,0.06,29.19,1.56,0.95,1.02
28816,0.06,-1.02,0.09,29.09,1.04,0.82,1.05
28920,0.05,-1.00,0.08,29.24,1.44,0.99,1.02
29025,0.05,-1.03,0.08,29.24,1.33,0.77,1.08
29129,0.04,-0.99,0.08,29.19,1.46,0.90,0.95
29234,0.05,-1.03,0.08,29.24,1.34,1.11,1.21
29339,0.05,-1.00,0.08,29.24,1.27,0.84,0.97
29444,0.05,-1.02,0.07,29.19,1.29,0.96,0.97
29548,0.05,-1.01,0.07,29.19,1.32,0.94,0.82
29652,0.05,-1.02,0.08,29.14,1.37,0.98,1.10
29757,0.05,-1.02,0.08,29.14,1.11,1.02,0.89
29861,0.04,-1.00,0.08,29.19,1.42,0.89,0.95
29966,0.06,-1.02,0.08,29.28,1.41,1.02,0.94
30070,0.05,-1.00,0.08,29.24,1.48,1.03,0.86
30175,0.05,-1.02,0.08,29.19,1.15,1.02,1.01
30280,0.05,-1.01,0.08,29.19,1.64,0.92,1.00
30385,0.05,-1.00,0.07,29.14,1.24,1.04,0.89
30489,0.05,-1.01,0.09,29.24,1.48,0.97,0.98
30594,0.05,-1.00,0.08,29.19,1.43,1.00,0.95
30698,0.05,-1.03,0.08,29.19,1.38,0.95,1.15
30802,0.05,-0.99,0.08,29.28,1.29,0.85,0.83
30907,0.05,-1.03,0.08,29.19,1.31,0.84,1.02
31011,0.05,-0.99,0.09,29.19,1.39,0.99,0.82
31116,0.05,-1.02,0.08,29.19,1.50,0.83,1.15
31220,0.05,-1.01,0.08,29.19,1.34,0.98,0.95
31326,0.05,-1.01,0.07,29.09,1.26,1.14,0.99
31430,0.06,-1.02,0.08,29.19,1.36,0.98,0.90
31535,0.04,-0.99,0.08,29.24,1.37,0.94,1.01
31639,0.05,-1.03,0.08,29.24,1.28,0.93,0.98
31744,0.05,-0.99,0.08,29.24,1.23,0.81,0.95
31848,0.05,-1.02,0.08,29.33,1.30,1.05,1.21
31952,0.05,-1.00,0.08,29.14,1.08,0.95,0.93
32057,0.05,-1.02,0.08,29.24,1.03,0.94,1.03
32161,0.05,-1.01,0.09,29.28,1.28,0.98,0.98
32267,0.04,-1.00,0.08,29.19,1.77,0.89,0.99
32371,0.06,-1.03,0.10,29.19,1.14,0.98,1.01
32476,0.04,-0.99,0.08,29.19,1.58,1.00,0.98
32580,0.05,-1.03,0.07,29.19,1.24,0.93,1.12
32685,0.05,-1.00,0.08,29.28,1.27,0.97,0.85
32789,0.05,-1.03,0.08,29.19,1.34,0.92,1.04
32893,0.06,-1.01,0.08,29.24,1.28,0.95,1.02
32998,0.05,-1.01,0.08,29.24,1.21,0.90,1.00
33102,0.05,-1.02,0.08,29.24,1.31,1.11,0.92
33208,0.05,-0.99,0.08,29.19,1.27,0.94,0.94
33312,0.06,-1.03,0.08,29.19,1.21,0.98,0.94
33417,0.04,-0.99,0.08,29.28,1.26,0.91,0.71
33521,0.05,-1.03,0.07,29.14,1.24,0.82,1.17
33626,0.05,-0.99,0.08,29.24,1.42,0.82,0.85
33730,0.05,-1.02,0.07,29.28,1.30,1.05,1.09
33835,0.05,-1.01,0.08,29.19,1.44,0.95,0.93
33939,0.05,-1.01,0.07,29.28,1.21,1.07,1.11
34043,0.06,-1.03,0.08,29.28,1.47,1.16,1.11
34149,0.05,-0.99,0.07,29.19,1.24,0.92,0.93
34253,0.05,-1.03,0.08,29.19,1.35,0.94,1.19
34358,0.05,-0.99,0.08,29.24,1.20,1.04,0.85
34462,0.05,-1.03,0.07,29.24,1.27,0.96,1.18
34567,0.05,-1.00,0.09,29.24,1.09,0.81,0.89
34671,0.05,-1.02,0.07,29.24,1.24,1.00,0.79
34776,0.05,-1.02,0.09,29.24,1.27,0.94,0.95
34880,0.05,-1.01,0.07,29.14,1.25,0.90,1.15
34984,0.06,-1.03,0.08,29.24,1.12,1.04,0.95
35090,0.05,-0.98,0.08,29.24,1.37,1.06,0.98
35194,0.06,-1.03,0.08,29.24,1.30,0.89,1.07
35299,0.04,-0.99,0.08,29.33,1.37,0.99,0.89
35403,0.05,-1.03,0.08,29.14,1.35,0.89,0.98
35508,0.05,-1.00,0.08,29.24,1.24,0.79,0.78
35612,0.05,-1.01,0.07,29.24,1.27,1.02,1.15
35717,0.05,-1.02,0.08,29.28,1.11,0.98,0.89
35821,0.04,-1.00,0.08,29.28,1.44,1.10,0.96
35926,0.05,-1.03,0.08,29.14,1.06,0.85,0.94
36030,0.05,-0.99,0.08,29.24,1.26,1.01,0.77
36135,0.05,-1.03,0.07,29.24,1.11,0.87,1.03
36240,0.05,-1.00,0.08,29.24,1.27,0.89,0.86
36344,0.05,-1.02,0.08,29.24,1.22,0.97,0.82
36449,0.05,-1.01,0.07,29.24,1.39,0.81,1.10
36553,0.04,-1.01,0.08,29.24,1.08,0.95,1.08
36658,0.05,-1.03,0.07,29.24,1.53,0.86,1.00
36762,0.05,-1.00,0.09,29.14,1.33,0.85,1.05
36867,0.05,-1.03,0.08,29.14,1.07,1.00,1.03
36971,0.05,-0.99,0.08,29.24,1.28,1.12,0.75
37076,0.06,-1.03,0.08,29.33,1.17,0.96,0.99
37181,0.04,-1.00,0.08,29.24,1.33,1.02,0.80
37285,0.05,-1.01,0.09,29.19,1.35,0.88,1.05
37390,0.05,-1.02,0.08,29.28,1.31,1.01,0.98
37494,0.04,-1.00,0.07,29.28,1.21,0.98,0.92
37599,0.05,-1.03,0.08,29.38,1.36,0.92,1.02
37703,0.05,-1.00,0.07,29.19,1.32,1.01,0.80
